Unnamed: 0,Country Name,Year,Renewables Value,Renewables Share,Non-Renewables Value,Non-Renewables Share,CO2 Emissions,Particulate Matter,Respiratory Death Rate
161,India,2015,189413.208691,0.1245729559644032,1013968.360737,0.8754270440259895,2270766000.0,56.254,134.68
162,India,2016,230497.902364,0.1457830508391567,1120615.681852,0.8542169491343156,2383816000.0,53.73199999999999,129.23
163,India,2017,244981.875789,0.1531792868037998,1160883.180504,0.8468207131789984,2434868000.0,52.0,126.84
164,India,2018,274527.322742,0.1566715570928783,1245010.553871,0.8433284429152416,2600446500.0,56.23199999999999,127.8
165,India,2019,310518.426998,0.1713918151935494,1223419.460911,0.828608184814648,2626459400.0,50.870000000000005,125.11
